policy_name,session_bin_index,chosen_relative_path,chosen_location,chosen_path_state,reactive_latency_ms,realized_next_latency_ms,retrospective_best_path_latency_ms,decision_gap_ms,retrospective_best_path_match,success_under_budget,decision_time_us,pred_forecast,pred_graph,pred_disagreement,pred_simple_fusion,pred_consensus,scenario_name,best_temporal_model,best_graph_model,stress_applied_rate,chosen_disagreement,candidate_count,mean_candidate_disagreement,max_candidate_disagreement,stressed_candidate_fraction
random,50,inside-out/active/slc/2025-03-04/ping-sltyutx1-2605:59c0:3000:543a::1-10ms-1h-2025-03-04-15-00-00.txt,slc,active,29.97415898864367,28.38119390523899,24.821327414922848,3.5598664903161428,0,1,309.125,30.240221998676134,31.53125762939453,1.2910356307183974,30.692084469427574,31.07939515864309,base,linear_regression,graph_xgboost,0.0,1.2910356307183974,7,1.5613484631176107,3.166335497313412,0.0
random,51,inside-out/active/manila/2025-03-15/ping-mnlaphl1-100.64.0.1-10ms-1h-2025-03-15-09-00-00.txt,manila,active,29.03862609935821,29.07390317700454,23.931289790143833,5.142613386860706,0,1,261.0,30.648039882704325,29.14004898071289,1.507990901991434,30.120243067007323,30.572640337604753,base,linear_regression,graph_xgboost,0.0,1.507990901991434,14,2.355107561668514,7.147367480611138,0.0
random,52,inside-out/active/manila/2025-03-15/ping-mnlaphl1-100.64.0.1-10ms-1h-2025-03-15-09-00-00.txt,manila,active,29.07390317700454,33.34923469387755,24.503920280332895,8.845314413544653,0,1,253.042,33.24031567810016,32.035423278808594,1.204892399291566,32.81860333834811,33.18007105813558,base,linear_regression,graph_xgboost,0.0,1.204892399291566,14,1.605010241087127,5.793435542705993,0.0
random,53,inside-out/active/minneapolis/2025-03-29/ping-mplsmnx1-2605:59ca:1300:1efc::1-10ms-1h-2025-03-29-01-07-29.txt,minneapolis,active,36.18410404624277,34.45661118816459,23.856429078853896,10.60018210931069,0,1,253.459,34.950312629764085,32.30271530151367,2.647597328250413,34.02365356487644,34.817932763351564,base,linear_regression,graph_xgboost,0.0,2.647597328250413,14,2.2054843311613825,5.763580459388322,0.0
random,54,inside-out/active/minneapolis/2025-03-29/ping-mplsmnx1-2605:59ca:1300:1efc::1-10ms-1h-2025-03-29-01-07-29.txt,minneapolis,active,34.45661118816459,30.177841179267713,27.7909751924722,2.386865986795513,0,1,311.292,31.224942399625434,34.20222091674805,2.9772785171226133,32.26698988061835,33.160173435755134,base,linear_regression,graph_xgboost,0.0,2.9772785171226133,14,2.246299091930788,6.988892946188571,0.0
random,55,inside-out/active/seattle/2025-03-06/ping-sttlwax1-2605:59c8:900:facf::1-10ms-1h-2025-03-06-17-00-00.txt,seattle,active,29.045368171021376,28.10347123157394,25.46674280493376,2.6367284266401825,0,1,259.083,28.833901700461865,29.452831268310547,0.6189295678486815,29.050527049208902,29.236205919563506,base,linear_regression,graph_xgboost,0.0,0.6189295678486815,14,1.5518706653586247,3.6893136940561817,0.0
random,56,inside-out/active/seattle/2025-03-06/ping-sttlwax1-2605:59c8:900:facf::1-10ms-1h-2025-03-06-17-00-00.txt,seattle,active,28.10347123157394,28.3486216730038,25.23971631205674,3.1089053609470625,0,1,247.208,29.371852034746553,30.037195205688477,0.6653431709419237,29.604722144576225,29.804325095858804,base,linear_regression,graph_xgboost,0.0,0.6653431709419237,14,1.9435835154997352,7.445467408419063,0.0
random,57,inside-out/active/slc/2025-03-04/ping-sltyutx1-2605:59c0:3000:543a::1-10ms-1h-2025-03-04-15-00-00.txt,slc,active,26.574046490634167,38.57746012015745,26.200651139494116,12.37680898066333,0,1,250.542,27.756034500744136,28.358205795288086,0.6021712945439504,27.966794453834517,28.1474458421977,base,linear_regression,graph_xgboost,0.0,0.6021712945439504,14,2.0231701724120024,7.330365608380816,0.0
random,58,inside-out/active/victoria/2025-03-26/ping-sttlwax1-2605:59c8:200:4bde::1-10ms-1h-2025-03-26-03-00-00.txt,victoria,active,34.9590027700831,34.16896630758652,25.305642420122364,8.863323887464158,0,1,243.667,32.73268391422607,35.66156768798828,2.928883773762209,33.75779323504284,34.6364583671715,base,linear_regression,graph_xgboost,0.0,2.928883773762209,14,2.992448508164671,10.823152626362571,0.0
random,59,inside-out/inactive/ottawa/2025-03-11/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-11-02-00-00.txt,ottawa,inactive,35.705668103448275,46.8,23.836363636363636,22.96363636363636,0,1,250.666,36.873035923090356,37.4886474609375,0.6156115378471441,37.08849996133686,37.273183422691,base,linear_regression,graph_xgboost,0.0,0.6156115378471441,7,1.4509000542301302,5.579189904005034,0.0
random,101,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,40.09441024378232,51.215766423357664,47.807699805068225,3.408066618289439,0,1,199.833,47.241664770313946,54.6553955078125,7.413730737498554,49.83647052843844,52.060589749688006,base,linear_regression,graph_xgboost,0.0,7.413730737498554,2,4.341836542058445,7.413730737498554,0.0
random,102,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,51.215766423357664,54.13256547041707,43.33035672100166,10.802208749415414,0,1,195.791,50.92175729977316,53.06817626953125,2.1464189697580878,51.67300393918849,52.316929630115915,base,linear_regression,graph_xgboost,0.0,2.1464189697580878,2,2.1021386887259723,2.1464189697580878,0.0
random,103,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,54.13256547041707,46.421944713870026,46.421944713870026,0.0,1,1,242.583,48.84018456265039,50.190704345703125,1.3505197830527322,49.312866486718846,49.718022421634664,base,linear_regression,graph_xgboost,0.0,1.3505197830527322,2,3.185381249197235,5.0202427153417375,0.0
random,104,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,46.421944713870026,49.86113977485929,49.86113977485929,0.0,1,1,257.75,46.614120163016196,49.34303665161133,2.7289164885951323,47.56924093402449,48.38791588060303,base,linear_regression,graph_xgboost,0.0,2.7289164885951323,2,2.295260370894539,2.7289164885951323,0.0
random,105,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,49.86113977485929,54.36197315752296,49.52559171597633,4.836381441546628,0,1,197.333,48.12679152179771,48.608253479003906,0.4814619572061929,48.29530320681988,48.43974179398174,base,linear_regression,graph_xgboost,0.0,0.4814619572061929,2,2.639473593844741,4.797485230483289,0.0
random,106,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,54.36197315752296,41.86068274051086,41.86068274051086,0.0,1,1,471.5,51.08620590299688,52.29216766357422,1.2059617605773383,51.508292519198946,51.870081047372146,base,linear_regression,graph_xgboost,0.0,1.2059617605773383,2,3.9818997070906335,6.757837653603929,0.0
random,107,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,41.86068274051086,41.343274021352315,41.343274021352315,0.0,1,1,281.666,48.49378818953846,56.10625076293945,7.61246257340099,51.15815009022881,53.44188886224911,base,linear_regression,graph_xgboost,0.0,7.61246257340099,2,7.197176405643404,7.61246257340099,0.0
random,108,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,41.343274021352315,55.00292682926829,49.01977267345489,5.983154155813402,0,1,201.25,46.9413481465599,50.77750778198242,3.8361596354225185,48.28400401895779,49.434851909584545,base,linear_regression,graph_xgboost,0.0,3.8361596354225185,2,6.170552132411103,8.504944629399688,0.0
random,109,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,55.00292682926829,43.581672100605495,43.581672100605495,0.0,1,1,274.833,49.017206526470545,47.89226150512695,1.124945021343592,48.62347576900029,48.96095927540336,base,linear_regression,graph_xgboost,0.0,1.124945021343592,2,2.4014746703796845,3.678004319415777,0.0
random,110,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,43.581672100605495,45.97213965557915,45.97213965557915,0.0,1,1,252.042,44.9666203646193,52.968990325927734,8.002369961308432,47.76744985107725,50.168160839469785,base,linear_regression,graph_xgboost,0.0,8.002369961308432,2,6.1942902237933595,8.002369961308432,0.0
random,111,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,47.50150730098917,41.26314601103864,41.26314601103864,0.0,1,1,132.292,48.48439323430648,51.758575439453125,3.2741822051466443,49.63035700610781,50.6126116676518,base,linear_regression,graph_xgboost,0.0,3.2741822051466443,2,2.703602975609101,3.2741822051466443,0.0
random,112,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,41.26314601103864,43.51293330145828,43.51293330145828,0.0,1,1,129.625,46.13200954278,50.99854278564453,4.866533242864534,47.83529617778258,49.29525615064194,base,linear_regression,graph_xgboost,0.0,4.866533242864534,2,4.240417610883014,4.866533242864534,0.0
random,113,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,47.40269579363235,58.19203992210321,58.19203992210321,0.0,1,1,253.833,46.66887314691121,48.75494384765625,2.08607070074504,47.39899789217198,48.02481910239549,base,linear_regression,graph_xgboost,0.0,2.08607070074504,2,3.7136772098674555,5.341283718989871,0.0
random,114,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,58.19203992210321,47.77913669064748,47.77913669064748,0.0,1,1,248.167,48.9688222828845,59.595882415771484,10.627060132886982,52.68829332939495,55.87641136926105,base,linear_regression,graph_xgboost,0.0,10.627060132886982,2,11.3723065388549,12.117552944822819,0.0
random,115,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,47.77913669064748,60.57354884379424,44.755442978322336,15.818105865471907,0,0,189.542,48.236308093284606,53.770355224609375,5.534047131324769,50.17322458924828,51.83343872864571,base,linear_regression,graph_xgboost,0.0,5.534047131324769,2,7.845534198779205,10.157021266233642,0.0
