model_name,mae,rmse,mape,row_count,scenario_name
persistence,6.471216085455196,9.428586008860089,0.1544127499325422,162,base
linear_regression,4.710511219721537,7.467878511667394,0.11061945374934322,162,base
persistence,9.126338747417934,13.316177810612622,0.2074421016889306,162,burst
linear_regression,6.8304456535236096,10.428537935147844,0.1483949339672057,162,burst
persistence,6.698970539884099,9.837166358529652,0.1599110840207961,162,outage
linear_regression,5.546989855198645,8.621117749184139,0.12900871401151423,162,outage
persistence,6.569599548176668,9.558202758423015,0.15221079242119495,162,structural
linear_regression,6.238887055330846,10.37615839500604,0.12718333633810688,162,structural
