policy_name,metric_name,mean_value,ci_lower,ci_upper,sample_count,scenario_name
predictive_graph_greedy,realized_next_latency_ms,40.65570101341968,36.19523768419611,45.01651686137945,28,base
predictive_graph_greedy,regret_ms,1.7863171283850952,0.6194206158362028,3.287135677028764,28,base
predictive_graph_greedy,best_path_match,0.5714285714285714,0.39285714285714285,0.75,28,base
predictive_graph_greedy,success_under_budget,0.9642857142857143,0.8928571428571429,1.0,28,base
predictive_graph_only,realized_next_latency_ms,41.20401765286728,37.01615814966734,45.08500816975157,28,base
predictive_graph_only,regret_ms,2.3346337678326976,1.0391665351233066,3.8870361591076903,28,base
predictive_graph_only,best_path_match,0.5,0.32142857142857145,0.6785714285714286,28,base
predictive_graph_only,success_under_budget,0.9642857142857143,0.8928571428571429,1.0,28,base
predictive_temporal_only,realized_next_latency_ms,41.57869947816961,36.94327062520409,46.1709973934123,28,base
predictive_temporal_only,regret_ms,2.7093155931350283,1.0426563807633498,4.775266773426834,28,base
predictive_temporal_only,best_path_match,0.5,0.32142857142857145,0.6785714285714286,28,base
predictive_temporal_only,success_under_budget,0.9285714285714286,0.8214285714285714,1.0,28,base
predictive_graph_greedy,realized_next_latency_ms,45.98068395060339,41.130456706071506,50.981725688111794,28,burst
predictive_graph_greedy,regret_ms,6.427013642029347,3.1665577316456885,10.329090157844151,28,burst
predictive_graph_greedy,best_path_match,0.4642857142857143,0.2857142857142857,0.6428571428571429,28,burst
predictive_graph_greedy,success_under_budget,0.8571428571428571,0.7142857142857143,0.9642857142857143,28,burst
predictive_graph_only,realized_next_latency_ms,42.93511753049935,38.756971243292824,47.00302337117563,28,burst
predictive_graph_only,regret_ms,3.381447221925321,1.4743143572379043,5.737667135734376,28,burst
predictive_graph_only,best_path_match,0.4642857142857143,0.2857142857142857,0.6428571428571429,28,burst
predictive_graph_only,success_under_budget,0.9642857142857143,0.8928571428571429,1.0,28,burst
predictive_temporal_only,realized_next_latency_ms,44.69009499952306,39.5115465543047,49.61399116500174,28,burst
predictive_temporal_only,regret_ms,5.136424690949032,2.345775671061051,8.508765866203152,28,burst
predictive_temporal_only,best_path_match,0.5,0.32142857142857145,0.6785714285714286,28,burst
predictive_temporal_only,success_under_budget,0.8928571428571429,0.75,1.0,28,burst
predictive_graph_greedy,realized_next_latency_ms,40.99014194064058,36.66618383670959,45.252375960310175,28,outage
predictive_graph_greedy,regret_ms,2.120758055605993,0.8961886964545681,3.6547227399148228,28,outage
predictive_graph_greedy,best_path_match,0.5357142857142857,0.35714285714285715,0.7142857142857143,28,outage
predictive_graph_greedy,success_under_budget,0.9642857142857143,0.8928571428571429,1.0,28,outage
predictive_graph_only,realized_next_latency_ms,42.28997238543068,38.35192799128833,45.81424354167621,28,outage
predictive_graph_only,regret_ms,3.420588500396094,1.453825173958045,5.733828933922439,28,outage
predictive_graph_only,best_path_match,0.5,0.32142857142857145,0.6785714285714286,28,outage
predictive_graph_only,success_under_budget,0.9642857142857143,0.8928571428571429,1.0,28,outage
predictive_temporal_only,realized_next_latency_ms,41.57869947816961,36.94327062520409,46.1709973934123,28,outage
predictive_temporal_only,regret_ms,2.7093155931350283,1.0426563807633498,4.775266773426834,28,outage
predictive_temporal_only,best_path_match,0.5,0.32142857142857145,0.6785714285714286,28,outage
predictive_temporal_only,success_under_budget,0.9285714285714286,0.8214285714285714,1.0,28,outage
