policy_name,decision_count,mean_realized_latency_ms,mean_decision_gap_ms,retrospective_best_path_match_rate,success_rate_under_60ms,p95_realized_latency_ms,cvar95_realized_latency_ms,mean_decision_time_us,scenario_name,decision_gap_ms_ci_lower,realized_next_latency_ms_ci_lower,retrospective_best_path_match_ci_lower,success_under_budget_ci_lower,decision_gap_ms_ci_upper,realized_next_latency_ms_ci_upper,retrospective_best_path_match_ci_upper,success_under_budget_ci_upper
predictive_temporal_only,28,41.57869947816961,2.7093155931350283,0.5,0.9285714285714286,60.025767845255565,61.60068419633321,240.5862857142857,base,1.0426563807633498,36.94327062520409,0.32142857142857145,0.8214285714285714,4.775266773426834,46.1709973934123,0.6785714285714286,1.0
predictive_graph_only,28,41.20401765286728,2.3346337678326976,0.5,0.9642857142857143,56.85151655450012,59.38279438294873,230.2352142857143,base,1.0391665351233066,37.01615814966734,0.32142857142857145,0.8928571428571429,3.8870361591076903,45.08500816975157,0.6785714285714286,1.0
predictive_graph_greedy,28,40.65570101341968,1.7863171283850952,0.5714285714285714,0.9642857142857143,57.07585033961099,59.38279438294873,223.63535714285715,base,0.6194206158362028,36.19523768419611,0.39285714285714285,0.8928571428571429,3.287135677028764,45.01651686137945,0.75,1.0
predictive_temporal_only,28,44.69009499952306,5.136424690949032,0.5,0.8928571428571429,62.01787417607783,66.42831154696194,222.78575,burst,2.345775671061051,39.5115465543047,0.32142857142857145,0.75,8.508765866203152,49.61399116500174,0.6785714285714286,1.0
predictive_graph_only,28,42.93511753049935,3.381447221925321,0.4642857142857143,0.9642857142857143,59.338964403128955,60.04523850369685,211.46714285714285,burst,1.4743143572379043,38.756971243292824,0.2857142857142857,0.8928571428571429,5.737667135734376,47.00302337117563,0.6428571428571429,1.0
predictive_graph_greedy,28,45.98068395060339,6.427013642029347,0.4642857142857143,0.8571428571428571,62.01787417607783,66.50481023755333,227.30653571428573,burst,3.1665577316456885,41.130456706071506,0.2857142857142857,0.7142857142857143,10.329090157844151,50.981725688111794,0.6428571428571429,0.9642857142857143
predictive_temporal_only,28,41.57869947816961,2.7093155931350283,0.5,0.9285714285714286,60.025767845255565,61.60068419633321,224.7037857142857,outage,1.0426563807633498,36.94327062520409,0.32142857142857145,0.8214285714285714,4.775266773426834,46.1709973934123,0.6785714285714286,1.0
predictive_graph_only,28,42.28997238543068,3.420588500396094,0.5,0.9642857142857143,56.85151655450012,59.38279438294873,233.305,outage,1.453825173958045,38.35192799128833,0.32142857142857145,0.8928571428571429,5.733828933922439,45.81424354167621,0.6785714285714286,1.0
predictive_graph_greedy,28,40.99014194064058,2.120758055605993,0.5357142857142857,0.9642857142857143,57.07585033961099,59.38279438294873,222.79035714285715,outage,0.8961886964545681,36.66618383670959,0.35714285714285715,0.8928571428571429,3.6547227399148228,45.252375960310175,0.7142857142857143,1.0
