policy_name,session_bin_index,chosen_relative_path,chosen_location,chosen_path_state,reactive_latency_ms,realized_next_latency_ms,retrospective_best_path_latency_ms,decision_gap_ms,retrospective_best_path_match,success_under_budget,decision_time_us,pred_temporal_only,pred_graph_only,pred_graph_full,scenario_name
predictive_temporal_only,50,inside-out/active/seattle/2025-03-06/ping-sttlwax1-2605:59c8:900:facf::1-10ms-1h-2025-03-06-17-00-00.txt,seattle,active,27.105559481743228,29.395587506197323,24.821327414922848,4.574260091274475,0,1,325.625,26.87880572277936,28.234737396240234,30.045141220092773,base
predictive_temporal_only,51,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,27.417329939842663,23.931289790143833,23.931289790143833,0.0,1,1,263.333,25.049258865103184,27.018959045410156,27.641319274902344,base
predictive_temporal_only,52,inside-out/active/kanazawa/2025-03-13/ping-2406:2d40:3000:b724::1-10ms-1h-2025-03-13-20-00-00.txt,kanazawa,active,24.717385592292533,26.85906612941455,24.503920280332895,2.355145849081655,0,1,254.833,25.912761031060654,26.937097549438477,26.384490966796875,base
predictive_temporal_only,53,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,27.88490447197145,23.856429078853896,23.856429078853896,0.0,1,1,247.0,24.67604055845004,28.506193161010742,30.058504104614258,base
predictive_temporal_only,54,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,23.856429078853896,27.85750845002414,27.7909751924722,0.06653325755194217,0,1,247.667,24.957305355812423,26.732589721679688,26.68886375427246,base
predictive_temporal_only,55,inside-out/active/kanazawa/2025-03-13/ping-2406:2d40:3000:b724::1-10ms-1h-2025-03-13-20-00-00.txt,kanazawa,active,28.099727891156466,26.71778708397619,25.46674280493376,1.251044279042432,0,1,243.25,28.05116537577851,29.25655174255371,30.315832138061523,base
predictive_temporal_only,56,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,25.46674280493376,26.813987518829354,25.23971631205674,1.5742712067726146,0,1,242.125,23.343375746488164,30.774169921875,30.788843154907227,base
predictive_temporal_only,57,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,26.813987518829354,26.92269855595668,26.200651139494116,0.7220474164625621,0,1,242.708,23.69639956127503,26.74114990234375,28.479297637939453,base
predictive_temporal_only,58,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,26.92269855595668,25.305642420122364,25.305642420122364,0.0,1,1,244.917,23.793587382337137,27.375707626342773,27.646440505981445,base
predictive_temporal_only,59,inside-out/active/kanazawa/2025-03-13/ping-2406:2d40:3000:b724::1-10ms-1h-2025-03-13-20-00-00.txt,kanazawa,active,27.445364937808023,23.836363636363636,23.836363636363636,0.0,1,1,245.583,28.945591790754406,34.181663513183594,30.151912689208984,base
predictive_temporal_only,101,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,40.09441024378232,51.215766423357664,47.807699805068225,3.408066618289439,0,1,206.083,47.241664770313946,55.79603958129883,54.6553955078125,base
predictive_temporal_only,102,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,47.807699805068225,43.33035672100166,43.33035672100166,0.0,1,1,131.167,47.966963827413565,50.256690979003906,50.02482223510742,base
predictive_temporal_only,103,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,43.33035672100166,51.98465621230398,46.421944713870026,5.562711498433956,0,1,360.084,46.958497976796934,58.05835723876953,51.97874069213867,base
predictive_temporal_only,104,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,46.421944713870026,49.86113977485929,49.86113977485929,0.0,1,1,246.167,46.614120163016196,46.979129791259766,49.34303665161133,base
predictive_temporal_only,105,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,50.89078979945531,49.52559171597633,49.52559171597633,0.0,1,1,133.0,47.53048336692882,54.34517288208008,52.32796859741211,base
predictive_temporal_only,106,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,49.52559171597633,62.62781954887218,41.86068274051086,20.76713680836132,0,0,187.209,49.16382753804646,57.44239044189453,55.92166519165039,base
predictive_temporal_only,107,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,41.86068274051086,41.343274021352315,41.343274021352315,0.0,1,1,240.75,48.49378818953846,53.40699768066406,56.10625076293945,base
predictive_temporal_only,108,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,41.343274021352315,55.00292682926829,49.01977267345489,5.983154155813402,0,1,206.416,46.9413481465599,56.836219787597656,50.77750778198242,base
predictive_temporal_only,109,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,55.00292682926829,43.581672100605495,43.581672100605495,0.0,1,1,251.041,49.017206526470545,49.79641342163086,47.89226150512695,base
predictive_temporal_only,110,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,43.581672100605495,45.97213965557915,45.97213965557915,0.0,1,1,501.083,44.9666203646193,57.14757537841797,52.968990325927734,base
predictive_temporal_only,111,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,45.97213965557915,52.499707531074826,41.26314601103864,11.236561520036183,0,1,233.667,46.16541527980735,54.57501220703125,48.298439025878906,base
predictive_temporal_only,112,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,41.26314601103864,43.51293330145828,43.51293330145828,0.0,1,1,139.167,46.13200954278,51.584495544433594,50.99854278564453,base
predictive_temporal_only,113,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,43.51293330145828,59.008460276540895,58.19203992210321,0.8164203544376818,0,1,205.833,45.32112701709411,57.254791259765625,50.662410736083984,base
predictive_temporal_only,114,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,58.19203992210321,47.77913669064748,47.77913669064748,0.0,1,1,245.541,48.9688222828845,60.55549621582031,59.595882415771484,base
predictive_temporal_only,115,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,47.77913669064748,60.57354884379424,44.755442978322336,15.818105865471907,0,0,209.875,48.236308093284606,51.213157653808594,53.770355224609375,base
predictive_temporal_only,116,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,44.755442978322336,52.01917613636363,50.2937984496124,1.72537768675123,0,1,191.125,46.669537608388055,49.21485137939453,53.833160400390625,base
predictive_temporal_only,117,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,50.2937984496124,42.33,42.33,0.0,1,1,239.875,48.49232308064529,47.80147933959961,49.763160705566406,base
predictive_temporal_only,118,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,42.33,50.53891943581162,50.53891943581162,0.0,1,1,251.292,50.86774548678659,52.478302001953125,52.02259063720703,base
predictive_graph_only,50,inside-out/active/seattle/2025-03-06/ping-sttlwax1-2605:59c8:900:facf::1-10ms-1h-2025-03-06-17-00-00.txt,seattle,active,27.105559481743228,29.395587506197323,24.821327414922848,4.574260091274475,0,1,253.875,26.87880572277936,28.234737396240234,30.045141220092773,base
predictive_graph_only,51,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,27.417329939842663,23.931289790143833,23.931289790143833,0.0,1,1,246.25,25.049258865103184,27.018959045410156,27.641319274902344,base
predictive_graph_only,52,inside-out/active/kanazawa/2025-03-13/ping-2406:2d40:3000:b724::1-10ms-1h-2025-03-13-20-00-00.txt,kanazawa,active,24.717385592292533,26.85906612941455,24.503920280332895,2.355145849081655,0,1,245.542,25.912761031060654,26.937097549438477,26.384490966796875,base
predictive_graph_only,53,inside-out/active/victoria_hp1_proto2/2025-03-29/ping-sttlwax1-2605:59c8:200:685b::1-10ms-1h-2025-03-29-03-00-00.txt,victoria_hp1_proto2,active,24.503920280332895,25.097710583153347,23.856429078853896,1.241281504299451,0,1,239.875,28.48839361029968,27.191991806030273,28.536087036132812,base
predictive_graph_only,54,inside-out/active/manila/2025-03-15/ping-mnlaphl1-100.64.0.1-10ms-1h-2025-03-15-09-00-00.txt,manila,active,26.081499649614575,28.263901188534145,27.7909751924722,0.47292599606194585,0,1,235.459,28.480860594347178,26.232648849487305,29.75353240966797,base
predictive_graph_only,55,inside-out/active/slc/2025-03-04/ping-sltyutx1-2605:59c0:3000:543a::1-10ms-1h-2025-03-04-15-00-00.txt,slc,active,28.40217971530249,31.84558505408063,25.46674280493376,6.378842249146871,0,1,234.292,28.30328082095366,27.72708511352539,28.69240379333496,base
predictive_graph_only,56,inside-out/active/seattle/2025-03-06/ping-sttlwax1-2605:59c8:900:facf::1-10ms-1h-2025-03-06-17-00-00.txt,seattle,active,28.10347123157394,28.3486216730038,25.23971631205674,3.1089053609470625,0,1,239.5,29.371852034746553,29.79668426513672,30.037195205688477,base
predictive_graph_only,57,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,26.813987518829354,26.92269855595668,26.200651139494116,0.7220474164625621,0,1,243.542,23.69639956127503,26.74114990234375,28.479297637939453,base
predictive_graph_only,58,inside-out/active/seattle/2025-03-06/ping-sttlwax1-2605:59c8:900:facf::1-10ms-1h-2025-03-06-17-00-00.txt,seattle,active,26.200651139494116,27.312548929311536,25.305642420122364,2.0069065091891716,0,1,325.708,28.11337442702643,26.18265151977539,27.3398494720459,base
predictive_graph_only,59,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,bruhl,active,31.3026859995246,33.2,23.836363636363636,9.363636363636367,0,1,341.667,32.079546034634404,31.838350296020508,32.043460845947266,base
predictive_graph_only,101,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,44.16263301163078,47.807699805068225,47.807699805068225,0.0,1,1,178.333,52.10704892535432,55.0175895690918,53.376991271972656,base
predictive_graph_only,102,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,47.807699805068225,43.33035672100166,43.33035672100166,0.0,1,1,150.791,47.966963827413565,50.256690979003906,50.02482223510742,base
