scenario_name,spearman_disagreement_error,spearman_p_value,ece,brier_score,candidate_count
in_distribution,0.2943359851868787,0.00014362275700289184,0.19631091768309333,0.08879398929818619,162
temporal_shift,0.37260165320981536,1.0463966695391362e-06,0.15542179089820812,0.07028688870947611,162
site_holdout,0.11139661023729672,0.02306876727574285,0.13686291493445632,0.15215801374713706,416
operational_mild,0.21397028625622916,0.006256119236638613,0.13302042226495572,0.09481145822370089,162
operational_moderate,0.18265329308274095,0.019997194495778903,0.15158370914578362,0.22151800151384363,162
operational_severe,-0.07631664740227023,0.3344250478396394,0.27748384019050054,0.2730171689659527,162
