policy_name,decision_count,mean_realized_latency_ms,mean_decision_gap_ms,retrospective_best_path_match_rate,success_rate_under_60ms,p95_realized_latency_ms,cvar95_realized_latency_ms,mean_decision_time_us,switch_rate,mean_end_to_end_latency_ms,p95_end_to_end_latency_ms,control_loop_latency_ms,stale_decision_rate,mean_feasible_candidate_count,no_feasible_candidate_rate,scenario_name
calibrated_operational_selector,28,44.004578942556975,2.595368007732202,0.5357142857142857,0.8571428571428571,63.870174709620386,65.39065854289088,382.57878571428574,0.7142857142857143,44.004578942556975,63.870174709620386,0.0,0.0,4.821428571428571,0.0,operational_mild
switch_aware_operational_selector,28,45.27461870458694,3.8654077697621667,0.42857142857142855,0.8214285714285714,66.87940067505481,68.31962940042148,498.25596428571436,0.21428571428571427,45.27461870458694,66.87940067505481,0.0,0.0,4.821428571428571,0.0,operational_mild
random,28,65.40207215233758,20.66270754319772,0.32142857142857145,0.35714285714285715,91.38987719040418,100.32256122152933,399.0578928571428,0.32142857142857145,65.40207215233758,91.38987719040418,0.0,0.0,4.821428571428571,0.0,operational_moderate
best_historical_path,28,58.49445096358041,13.755086354440554,0.35714285714285715,0.5714285714285714,90.76684880895525,91.38762922498083,412.31392857142856,0.07142857142857142,58.49445096358041,90.76684880895525,0.0,0.0,4.821428571428571,0.0,operational_moderate
highest_reply_availability,28,52.34138582934099,7.602021220201114,0.5357142857142857,0.7857142857142857,98.11447793905674,105.49533102818516,392.4672857142856,0.6428571428571429,52.34138582934099,98.11447793905674,0.0,0.0,4.821428571428571,0.0,operational_moderate
reactive_greedy,28,47.461112475669744,2.7217478665298733,0.6785714285714286,0.8214285714285714,85.75577611254127,96.56039903163666,390.5950714285714,0.4642857142857143,47.461112475669744,85.75577611254127,0.0,0.0,4.821428571428571,0.0,operational_moderate
predictive_greedy,28,52.96810895744858,8.228744348308703,0.5357142857142857,0.6785714285714286,85.15134892277212,89.00841763171391,373.67999999999995,0.5357142857142857,52.96810895744858,85.15134892277212,0.0,0.0,4.821428571428571,0.0,operational_moderate
predictive_graph_greedy,28,47.297746043838515,2.558381434698642,0.7142857142857143,0.8214285714285714,85.75577611254127,96.56039903163666,389.6606785714285,0.4642857142857143,47.297746043838515,85.75577611254127,0.0,0.0,4.821428571428571,0.0,operational_moderate
predictive_simple_fusion_greedy,28,48.27475798946422,3.535393380324354,0.6428571428571429,0.7857142857142857,87.24821008426858,96.56039903163666,390.53275,0.5714285714285714,48.27475798946422,87.24821008426858,0.0,0.0,4.821428571428571,0.0,operational_moderate
predictive_consensus_greedy,28,47.129289201256526,2.3899245921166563,0.6785714285714286,0.8214285714285714,85.75577611254127,96.56039903163666,371.49253571428574,0.5,47.129289201256526,85.75577611254127,0.0,0.0,4.821428571428571,0.0,operational_moderate
calibrated_fusion_selector,28,48.27475798946422,3.535393380324354,0.6428571428571429,0.7857142857142857,87.24821008426858,96.56039903163666,390.5119285714286,0.5714285714285714,48.27475798946422,87.24821008426858,0.0,0.0,4.821428571428571,0.0,operational_moderate
disagreement_only_selector,28,47.08495771896012,2.345593109820247,0.7142857142857143,0.8214285714285714,85.75577611254127,96.56039903163666,390.52092857142856,0.4642857142857143,47.08495771896012,85.75577611254127,0.0,0.0,4.821428571428571,0.0,operational_moderate
ensemble_uncertainty_selector,28,52.993001353729426,8.253636744589556,0.5357142857142857,0.6785714285714286,85.15134892277212,89.00841763171391,409.86303571428573,0.4642857142857143,52.993001353729426,85.15134892277212,0.0,0.0,4.821428571428571,0.0,operational_moderate
conformal_uncertainty_selector,28,46.88743574647698,2.1480711373371135,0.7142857142857143,0.7857142857142857,76.89423875617987,84.5635688097019,371.6875,0.4642857142857143,46.88743574647698,76.89423875617987,0.0,0.0,4.821428571428571,0.0,operational_moderate
calibrated_operational_selector,28,47.81026856162897,3.070903952489106,0.6428571428571429,0.8214285714285714,85.75577611254127,96.56039903163666,386.58475,0.5714285714285714,47.81026856162897,85.75577611254127,0.0,0.0,4.821428571428571,0.0,operational_moderate
switch_aware_operational_selector,28,48.72485945466098,3.9854948455211034,0.7142857142857143,0.75,80.16694682804822,92.47014115221725,519.0222142857143,0.2857142857142857,48.72485945466098,80.16694682804822,0.0,0.0,4.821428571428571,0.0,operational_moderate
random,28,75.2396069767566,22.821884788052362,0.39285714285714285,0.39285714285714285,110.19779151304795,112.29792614289775,403.6159642857143,0.32142857142857145,75.2396069767566,110.19779151304795,0.0,0.0,4.821428571428571,0.0,operational_severe
best_historical_path,28,74.85801480846143,22.440292619757173,0.4642857142857143,0.35714285714285715,109.21867375284239,112.29792614289775,420.8138928571429,0.07142857142857142,74.85801480846143,109.21867375284239,0.0,0.0,4.821428571428571,0.0,operational_severe
highest_reply_availability,28,57.23254145622396,4.814819267519714,0.6428571428571429,0.6785714285714286,110.30020248816392,112.37670381606388,390.1726428571429,0.6785714285714286,57.23254145622396,110.30020248816392,0.0,0.0,4.821428571428571,0.0,operational_severe
reactive_greedy,28,55.58901562303619,3.171293434331929,0.6785714285714286,0.7142857142857143,109.10107982558291,116.93584160433844,375.83185714285713,0.6071428571428571,55.58901562303619,109.10107982558291,0.0,0.0,4.821428571428571,0.0,operational_severe
predictive_greedy,28,62.56741582137732,10.149693632673051,0.6428571428571429,0.5714285714285714,109.32108472795835,116.93584160433844,396.5267857142858,0.5714285714285714,62.56741582137732,109.32108472795835,0.0,0.0,4.821428571428571,0.0,operational_severe
predictive_graph_greedy,28,55.58901562303619,3.171293434331929,0.6785714285714286,0.7142857142857143,109.10107982558291,116.93584160433844,374.27975,0.6071428571428571,55.58901562303619,109.10107982558291,0.0,0.0,4.821428571428571,0.0,operational_severe
predictive_simple_fusion_greedy,28,54.90759178984422,2.4898696011399557,0.75,0.7142857142857143,109.10107982558291,116.93584160433844,371.52824999999996,0.6428571428571429,54.90759178984422,109.10107982558291,0.0,0.0,4.821428571428571,0.0,operational_severe
predictive_consensus_greedy,28,54.86326030754781,2.445538118843547,0.7857142857142857,0.7142857142857143,109.10107982558291,116.93584160433844,398.2246071428571,0.6428571428571429,54.86326030754781,109.10107982558291,0.0,0.0,4.821428571428571,0.0,operational_severe
calibrated_fusion_selector,28,54.90759178984422,2.4898696011399557,0.75,0.7142857142857143,109.10107982558291,116.93584160433844,383.20367857142855,0.6428571428571429,54.90759178984422,109.10107982558291,0.0,0.0,4.821428571428571,0.0,operational_severe
disagreement_only_selector,28,54.86326030754781,2.445538118843547,0.7857142857142857,0.7142857142857143,109.10107982558291,116.93584160433844,441.58335714285715,0.6428571428571429,54.86326030754781,109.10107982558291,0.0,0.0,4.821428571428571,0.0,operational_severe
ensemble_uncertainty_selector,28,59.07473704759025,6.657014858885981,0.7142857142857143,0.6428571428571429,112.830006120192,118.44684928476552,381.4895,0.6428571428571429,59.07473704759025,112.830006120192,0.0,0.0,4.821428571428571,0.0,operational_severe
conformal_uncertainty_selector,28,53.9733301980216,1.5556080093173432,0.8214285714285714,0.75,109.10107982558291,116.93584160433844,395.2306428571429,0.6428571428571429,53.9733301980216,109.10107982558291,0.0,0.0,4.821428571428571,0.0,operational_severe
calibrated_operational_selector,28,54.699085513509985,2.2813633248057252,0.7142857142857143,0.75,109.10107982558291,116.93584160433844,378.9612500000001,0.6071428571428571,54.699085513509985,109.10107982558291,0.0,0.0,4.821428571428571,0.0,operational_severe
switch_aware_operational_selector,28,55.926852289839545,3.5091301011352876,0.75,0.7142857142857143,105.7381987419995,116.1934097644859,499.0923214285714,0.25,55.926852289839545,105.7381987419995,0.0,0.0,4.821428571428571,0.0,operational_severe
