comparison_name,metric_name,sample_count,mean_delta,median_delta,ci_lower,ci_upper,statistic,p_value,holm_adjusted_p_value,effect_size_dz,win_rate,loss_rate,block_bootstrap_p_value,scenario_name
operational_vs_fusion,cumulative_decision_gap_3_ms,114,0.4907849914327232,0.0,-1.091209715011597,2.022185629089605,44.0,0.5936182407945829,1.0,0.06098843686334218,0.05263157894736842,0.07017543859649122,0.5047476261869065,site_holdout
operational_vs_fusion,realized_cumulative_latency_5_ms,111,0.9061899735626016,0.0,-1.3413167974830262,3.1570377523150643,37.0,0.33053567270784123,1.0,0.08192601335419707,0.04504504504504504,0.08108108108108109,0.4017991004497751,site_holdout
operational_vs_fusion,cumulative_decision_gap_5_ms,111,0.9061899735626016,0.0,-1.3413167974830262,3.1570377523150643,37.0,0.33053567270784123,1.0,0.08192601335419707,0.04504504504504504,0.08108108108108109,0.4017991004497751,site_holdout
operational_vs_ensemble_uncertainty,realized_next_latency_ms,119,0.1515125209956858,0.0,-0.7472719357258677,0.9395608470443657,112.0,0.9031748075260909,1.0,0.033234357715337885,0.08403361344537816,0.09243697478991597,0.7251374312843578,site_holdout
operational_vs_ensemble_uncertainty,decision_gap_ms,119,0.1515125209956858,0.0,-0.7472719357258677,0.9395608470443657,112.0,0.9031748075260909,1.0,0.033234357715337885,0.08403361344537816,0.09243697478991597,0.7251374312843578,site_holdout
operational_vs_ensemble_uncertainty,success_under_budget,119,-0.008403361344537815,0.0,-0.05042016806722689,0.04201680672268908,12.0,0.7054569861112734,1.0,-0.034522787879882375,0.03361344537815126,0.025210084033613446,0.7321339330334833,site_holdout
operational_vs_ensemble_uncertainty,realized_cumulative_latency_3_ms,114,0.08422100423819551,0.0,-2.1084302321884016,1.929028101505066,103.0,0.9404809859004396,1.0,0.008612281432807282,0.07894736842105263,0.09649122807017543,0.9290354822588706,site_holdout
operational_vs_ensemble_uncertainty,cumulative_decision_gap_3_ms,114,0.08422100423819551,0.0,-2.1084302321884016,1.929028101505066,103.0,0.9404809859004396,1.0,0.008612281432807282,0.07894736842105263,0.09649122807017543,0.9290354822588706,site_holdout
operational_vs_ensemble_uncertainty,realized_cumulative_latency_5_ms,111,0.3227209137802086,0.0,-2.5586516493835996,2.7754279501029897,104.0,0.970219757029658,1.0,0.024165114119487987,0.07207207207207207,0.10810810810810811,0.8035982008995503,site_holdout
operational_vs_ensemble_uncertainty,cumulative_decision_gap_5_ms,111,0.3227209137802086,0.0,-2.5586516493835996,2.7754279501029897,104.0,0.970219757029658,1.0,0.024165114119487987,0.07207207207207207,0.10810810810810811,0.8035982008995503,site_holdout
operational_vs_conformal_uncertainty,realized_next_latency_ms,119,-0.41007778192953004,0.0,-1.2550761370102295,0.3497477953128749,188.0,0.3600388294588497,1.0,-0.07923752092789701,0.13445378151260504,0.11764705882352941,0.3333333333333333,site_holdout
operational_vs_conformal_uncertainty,decision_gap_ms,119,-0.41007778192953004,0.0,-1.2550761370102295,0.3497477953128749,188.0,0.3600388294588497,1.0,-0.07923752092789701,0.13445378151260504,0.11764705882352941,0.3333333333333333,site_holdout
operational_vs_conformal_uncertainty,success_under_budget,119,0.01680672268907563,0.0,-0.03361344537815126,0.06722689075630252,22.0,0.5270892568655381,1.0,0.05783026389451706,0.03361344537815126,0.05042016806722689,0.5167416291854073,site_holdout
operational_vs_conformal_uncertainty,realized_cumulative_latency_3_ms,114,-0.6777205120354359,0.0,-2.910437631720906,1.22360688373211,167.0,0.41234652788813886,1.0,-0.06578447694663397,0.14035087719298245,0.10526315789473684,0.5242378810594702,site_holdout
operational_vs_conformal_uncertainty,cumulative_decision_gap_3_ms,114,-0.6777205120354359,0.0,-2.910437631720906,1.22360688373211,167.0,0.41234652788813886,1.0,-0.06578447694663397,0.14035087719298245,0.10526315789473684,0.5242378810594702,site_holdout
operational_vs_conformal_uncertainty,realized_cumulative_latency_5_ms,111,-1.0851581617039194,0.0,-4.05393562376143,1.3740960165160405,163.0,0.3623707584699263,1.0,-0.0678539157458113,0.11711711711711711,0.13513513513513514,0.45077461269365315,site_holdout
operational_vs_conformal_uncertainty,cumulative_decision_gap_5_ms,111,-1.0851581617039194,0.0,-4.05393562376143,1.3740960165160405,163.0,0.3623707584699263,1.0,-0.0678539157458113,0.11711711711711711,0.13513513513513514,0.45077461269365315,site_holdout
operational_vs_historical,realized_next_latency_ms,119,-1.434431561510066,0.0,-3.0171270054743298,-0.06383141774623846,886.0,0.07948681984887906,0.6358945587910325,-0.19139995317445466,0.3445378151260504,0.226890756302521,0.04147926036981509,site_holdout
operational_vs_historical,decision_gap_ms,119,-1.434431561510066,0.0,-3.0171270054743298,-0.06383141774623846,886.0,0.07948681984887906,0.6358945587910325,-0.19139995317445466,0.3445378151260504,0.226890756302521,0.04147926036981509,site_holdout
operational_vs_historical,success_under_budget,119,0.08403361344537816,0.0,0.01680672268907563,0.15966386554621848,25.5,0.012419330651552265,0.09935464521241812,0.2344494705671015,0.025210084033613446,0.1092436974789916,0.025487256371814093,site_holdout
operational_vs_historical,realized_cumulative_latency_3_ms,115,-3.0099997486332346,0.0,-6.732186301094858,0.07893052163965614,791.0,0.06582927135417886,0.460804899479252,-0.23851835845947528,0.3130434782608696,0.25217391304347825,0.07496251874062969,site_holdout
operational_vs_historical,cumulative_decision_gap_3_ms,115,-3.0099997486332346,0.0,-6.732186301094858,0.07893052163965614,791.0,0.06582927135417886,0.460804899479252,-0.23851835845947528,0.3130434782608696,0.25217391304347825,0.07496251874062969,site_holdout
operational_vs_historical,realized_cumulative_latency_5_ms,111,-4.942426337286231,0.0,-10.973660462904467,0.005660847907425513,684.0,0.026545443038184915,0.21236354430547932,-0.25592925827190655,0.3063063063063063,0.26126126126126126,0.07396301849075462,site_holdout
operational_vs_historical,cumulative_decision_gap_5_ms,111,-4.942426337286231,0.0,-10.973660462904467,0.005660847907425513,684.0,0.026545443038184915,0.21236354430547932,-0.25592925827190655,0.3063063063063063,0.26126126126126126,0.07396301849075462,site_holdout
switch_aware_vs_operational,realized_next_latency_ms,119,-0.059400312518314284,0.0,-1.0826515442698263,1.0267220789527538,641.0,0.8366219784981852,1.0,-0.009875325327886353,0.226890756302521,0.20168067226890757,0.9120439780109945,site_holdout
switch_aware_vs_operational,decision_gap_ms,119,-0.059400312518314284,0.0,-1.0826515442698263,1.0267220789527538,641.0,0.8366219784981852,1.0,-0.009875325327886353,0.226890756302521,0.20168067226890757,0.9120439780109945,site_holdout
switch_aware_vs_operational,success_under_budget,119,0.0,0.0,-0.05042016806722689,0.04222689075630138,18.0,1.0,1.0,0.0,0.03361344537815126,0.03361344537815126,1.0,site_holdout
switch_aware_vs_operational,realized_cumulative_latency_3_ms,114,-1.6194245299443777,0.0,-3.4905183868287435,0.2767476670398938,420.0,0.055511098097871046,0.44408878478296837,-0.16592758694955595,0.2719298245614035,0.15789473684210525,0.10394802598700649,site_holdout
switch_aware_vs_operational,cumulative_decision_gap_3_ms,114,-1.6194245299443777,0.0,-3.4905183868287435,0.2767476670398938,420.0,0.055511098097871046,0.44408878478296837,-0.16592758694955595,0.2719298245614035,0.15789473684210525,0.10394802598700649,site_holdout
switch_aware_vs_operational,realized_cumulative_latency_5_ms,110,-1.7577437896726587,0.0,-4.832951242684534,1.5059267079190588,416.0,0.07771080814954931,0.5439756570468451,-0.11148823359119826,0.2909090909090909,0.14545454545454545,0.2703648175912044,site_holdout
switch_aware_vs_operational,cumulative_decision_gap_5_ms,110,-1.7577437896726587,0.0,-4.832951242684534,1.5059267079190588,416.0,0.07771080814954931,0.5439756570468451,-0.11148823359119826,0.2909090909090909,0.14545454545454545,0.2703648175912044,site_holdout
graph_vs_temporal,realized_next_latency_ms,119,0.2936837551843012,0.0,-0.7352503944004284,1.2824913704822005,454.0,0.4735224856520296,1.0,0.055361846136627965,0.15966386554621848,0.2184873949579832,0.5647176411794103,site_holdout
graph_vs_temporal,decision_gap_ms,119,0.2936837551843012,0.0,-0.7352503944004284,1.2824913704822005,454.0,0.4735224856520296,1.0,0.055361846136627965,0.15966386554621848,0.2184873949579832,0.5647176411794103,site_holdout
graph_vs_temporal,success_under_budget,119,0.008403361344537815,0.0,-0.042226890756302156,0.07563025210084033,20.0,0.7388826803635273,1.0,0.030442171908704598,0.03361344537815126,0.04201680672268908,0.7816091954022989,site_holdout
graph_vs_temporal,realized_cumulative_latency_3_ms,114,-0.4514667057254046,0.0,-2.710437054045827,1.6471661097554198,436.0,0.49111193294332467,1.0,-0.043157904709946966,0.19298245614035087,0.19298245614035087,0.6861569215392304,site_holdout
graph_vs_temporal,cumulative_decision_gap_3_ms,114,-0.4514667057254046,0.0,-2.710437054045827,1.6471661097554198,436.0,0.49111193294332467,1.0,-0.043157904709946966,0.19298245614035087,0.19298245614035087,0.6861569215392304,site_holdout
graph_vs_temporal,realized_cumulative_latency_5_ms,110,0.5548741527822502,0.0,-2.83665722939719,3.6867896080641644,436.0,0.6550387945775941,1.0,0.03674142917203095,0.17272727272727273,0.21818181818181817,0.767616191904048,site_holdout
graph_vs_temporal,cumulative_decision_gap_5_ms,110,0.5548741527822502,0.0,-2.83665722939719,3.6867896080641644,436.0,0.6550387945775941,1.0,0.03674142917203095,0.17272727272727273,0.21818181818181817,0.767616191904048,site_holdout
operational_vs_temporal,realized_next_latency_ms,28,-1.3292723801940325,0.0,-3.5233148688879234,0.6733505619043012,10.0,0.2626182904425206,1.0,-0.22978276160235858,0.17857142857142858,0.10714285714285714,0.20739630184907545,operational_mild
operational_vs_temporal,decision_gap_ms,28,-1.3292723801940325,0.0,-3.5233148688879234,0.6733505619043012,10.0,0.2626182904425206,1.0,-0.22978276160235858,0.17857142857142858,0.10714285714285714,0.20739630184907545,operational_mild
operational_vs_temporal,success_under_budget,28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,operational_mild
operational_vs_temporal,realized_cumulative_latency_3_ms,23,1.6798070104633676,0.0,-0.5907560890296383,4.781623742907954,6.0,0.17629637444051116,1.0,0.27713953362440086,0.08695652173913043,0.21739130434782608,0.2318840579710145,operational_mild
operational_vs_temporal,cumulative_decision_gap_3_ms,23,1.6798070104633676,0.0,-0.5907560890296383,4.781623742907954,6.0,0.17629637444051116,1.0,0.27713953362440086,0.08695652173913043,0.21739130434782608,0.2318840579710145,operational_mild
operational_vs_temporal,realized_cumulative_latency_5_ms,19,1.0653879826568884,0.0,-3.088373634829238,5.760345962062946,9.0,0.7531523647659145,1.0,0.07631048648467105,0.15789473684210525,0.15789473684210525,0.6256871564217891,operational_mild
operational_vs_temporal,cumulative_decision_gap_5_ms,19,1.0653879826568884,0.0,-3.088373634829238,5.760345962062946,9.0,0.7531523647659145,1.0,0.07631048648467105,0.15789473684210525,0.15789473684210525,0.6256871564217891,operational_mild
operational_vs_graph,realized_next_latency_ms,28,-0.5275083319041295,0.0,-2.698948198379956,1.0704055474588967,7.0,0.892738400944348,1.0,-0.1012461359270742,0.10714285714285714,0.07142857142857142,0.5462268865567217,operational_mild
operational_vs_graph,decision_gap_ms,28,-0.5275083319041295,0.0,-2.698948198379956,1.0704055474588967,7.0,0.892738400944348,1.0,-0.1012461359270742,0.10714285714285714,0.07142857142857142,0.5462268865567217,operational_mild
operational_vs_graph,success_under_budget,28,0.03571428571428571,0.0,0.0,0.10714285714285714,0.0,0.31731050786291415,1.0,0.18898223650461357,0.0,0.03571428571428571,0.6151924037981009,operational_mild
operational_vs_graph,realized_cumulative_latency_3_ms,24,-0.22954570781274816,0.0,-1.8222785407424318,1.0490353641829941,6.0,0.6858304344516057,1.0,-0.06340553903156695,0.08333333333333333,0.125,0.7536231884057971,operational_mild
operational_vs_graph,cumulative_decision_gap_3_ms,24,-0.22954570781274816,0.0,-1.8222785407424318,1.0490353641829941,6.0,0.6858304344516057,1.0,-0.06340553903156695,0.08333333333333333,0.125,0.7536231884057971,operational_mild
operational_vs_graph,realized_cumulative_latency_5_ms,19,-2.475213646494247,0.0,-5.957902165979555,0.5041925593060578,3.0,0.22491588401596185,1.0,-0.28928529355369853,0.15789473684210525,0.10526315789473684,0.15242378810594703,operational_mild
operational_vs_graph,cumulative_decision_gap_5_ms,19,-2.475213646494247,0.0,-5.957902165979555,0.5041925593060578,3.0,0.22491588401596185,1.0,-0.28928529355369853,0.15789473684210525,0.10526315789473684,0.15242378810594703,operational_mild
operational_vs_fusion,realized_next_latency_ms,28,-0.14021386622204357,0.0,-2.3458780294741226,1.5361846641271495,8.0,0.6001794871405538,1.0,-0.025292566819575903,0.07142857142857142,0.14285714285714285,0.8525737131434283,operational_mild
operational_vs_fusion,decision_gap_ms,28,-0.14021386622204357,0.0,-2.3458780294741226,1.5361846641271495,8.0,0.6001794871405538,1.0,-0.025292566819575903,0.07142857142857142,0.14285714285714285,0.8525737131434283,operational_mild
operational_vs_fusion,success_under_budget,28,0.03571428571428571,0.0,0.0,0.10714285714285714,0.0,0.31731050786291415,1.0,0.18898223650461357,0.0,0.03571428571428571,0.6151924037981009,operational_mild
operational_vs_fusion,realized_cumulative_latency_3_ms,23,0.6798495253577849,0.0,-1.864201482270477,3.6937474844800526,5.0,0.5001842570707944,1.0,0.1068150870272608,0.08695652173913043,0.13043478260869565,0.6226886556721639,operational_mild
operational_vs_fusion,cumulative_decision_gap_3_ms,23,0.6798495253577849,0.0,-1.864201482270477,3.6937474844800526,5.0,0.5001842570707944,1.0,0.1068150870272608,0.08695652173913043,0.13043478260869565,0.6226886556721639,operational_mild
operational_vs_fusion,realized_cumulative_latency_5_ms,19,-2.6473618281774924,0.0,-6.10812408903428,0.08248708677093257,1.0,0.14412703481601533,1.0,-0.3126788790307896,0.15789473684210525,0.05263157894736842,0.1199400299850075,operational_mild
operational_vs_fusion,cumulative_decision_gap_5_ms,19,-2.6473618281774924,0.0,-6.10812408903428,0.08248708677093257,1.0,0.14412703481601533,1.0,-0.3126788790307896,0.15789473684210525,0.05263157894736842,0.1199400299850075,operational_mild
operational_vs_ensemble_uncertainty,realized_next_latency_ms,28,-0.7584504266030322,0.0,-1.9030654677490866,0.053214599910111585,3.0,0.4652088184521418,1.0,-0.2482707436358347,0.07142857142857142,0.07142857142857142,0.20339830084957522,operational_mild
operational_vs_ensemble_uncertainty,decision_gap_ms,28,-0.7584504266030322,0.0,-1.9030654677490866,0.053214599910111585,3.0,0.4652088184521418,1.0,-0.2482707436358347,0.07142857142857142,0.07142857142857142,0.20339830084957522,operational_mild
operational_vs_ensemble_uncertainty,success_under_budget,28,0.03571428571428571,0.0,0.0,0.10714285714285714,0.0,0.31731050786291415,1.0,0.18898223650461357,0.0,0.03571428571428571,0.6096951524237881,operational_mild
operational_vs_ensemble_uncertainty,realized_cumulative_latency_3_ms,23,0.6404467620390285,0.0,-1.780168151545622,3.6956831960303136,2.0,0.5929800980174267,1.0,0.10188920894927572,0.043478260869565216,0.08695652173913043,0.6506746626686657,operational_mild
operational_vs_ensemble_uncertainty,cumulative_decision_gap_3_ms,23,0.6404467620390285,0.0,-1.780168151545622,3.6956831960303136,2.0,0.5929800980174267,1.0,0.10188920894927572,0.043478260869565216,0.08695652173913043,0.6506746626686657,operational_mild
operational_vs_ensemble_uncertainty,realized_cumulative_latency_5_ms,19,0.28142665771862074,0.0,-0.20478551019232027,1.0490654833481825,1.0,0.6547208460185769,1.0,0.17934778145456748,0.05263157894736842,0.05263157894736842,0.5867066466766616,operational_mild
operational_vs_ensemble_uncertainty,cumulative_decision_gap_5_ms,19,0.28142665771862074,0.0,-0.20478551019232027,1.0490654833481825,1.0,0.6547208460185769,1.0,0.17934778145456748,0.05263157894736842,0.05263157894736842,0.5867066466766616,operational_mild
operational_vs_conformal_uncertainty,realized_next_latency_ms,28,0.14485213250137047,0.0,-0.6117275211275132,1.129304658789198,10.0,0.916511907863894,1.0,0.05897298095765016,0.10714285714285714,0.10714285714285714,0.8095952023988006,operational_mild
operational_vs_conformal_uncertainty,decision_gap_ms,28,0.14485213250137047,0.0,-0.6117275211275132,1.129304658789198,10.0,0.916511907863894,1.0,0.05897298095765016,0.10714285714285714,0.10714285714285714,0.8095952023988006,operational_mild
operational_vs_conformal_uncertainty,success_under_budget,28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,operational_mild
operational_vs_conformal_uncertainty,realized_cumulative_latency_3_ms,23,-0.18972195084679216,0.0,-0.9105975592158598,0.5522378332527584,7.0,0.892738400944348,1.0,-0.08304211798533219,0.13043478260869565,0.08695652173913043,0.5677161419290355,operational_mild
operational_vs_conformal_uncertainty,cumulative_decision_gap_3_ms,23,-0.18972195084679216,0.0,-0.9105975592158598,0.5522378332527584,7.0,0.892738400944348,1.0,-0.08304211798533219,0.13043478260869565,0.08695652173913043,0.5677161419290355,operational_mild
operational_vs_conformal_uncertainty,realized_cumulative_latency_5_ms,19,-2.3049236916791687,0.0,-5.787612211164477,0.40299896464073537,2.0,0.27332167829229814,1.0,-0.281480875920131,0.15789473684210525,0.05263157894736842,0.15992003998001,operational_mild
operational_vs_conformal_uncertainty,cumulative_decision_gap_5_ms,19,-2.3049236916791687,0.0,-5.787612211164477,0.40299896464073537,2.0,0.27332167829229814,1.0,-0.281480875920131,0.15789473684210525,0.05263157894736842,0.15992003998001,operational_mild
operational_vs_historical,realized_next_latency_ms,28,-1.446111075157674,0.0,-3.676389163289771,0.9202117654678876,15.0,0.1095109374886408,0.8760874999091264,-0.20733719407301324,0.2857142857142857,0.10714285714285714,0.20539730134932535,operational_mild
operational_vs_historical,decision_gap_ms,28,-1.446111075157674,0.0,-3.676389163289771,0.9202117654678876,15.0,0.1095109374886408,0.8760874999091264,-0.20733719407301324,0.2857142857142857,0.10714285714285714,0.20539730134932535,operational_mild
operational_vs_historical,success_under_budget,28,0.03571428571428571,0.0,-0.07142857142857142,0.14285714285714285,2.0,0.5637028616507731,1.0,0.10778636357219326,0.03571428571428571,0.07142857142857142,0.6521739130434783,operational_mild
operational_vs_historical,realized_cumulative_latency_3_ms,24,4.556212051881684,0.0,1.2703053273481304,8.090929816592036,4.0,0.016604878103722735,0.13283902482978188,0.46320819459119383,0.08333333333333333,0.3333333333333333,0.006496751624187906,operational_mild
operational_vs_historical,cumulative_decision_gap_3_ms,24,4.556212051881684,0.0,1.2703053273481304,8.090929816592036,4.0,0.016604878103722735,0.13283902482978188,0.46320819459119383,0.08333333333333333,0.3333333333333333,0.006496751624187906,operational_mild
operational_vs_historical,realized_cumulative_latency_5_ms,19,6.827517121781959,0.0,2.5411902610918355,11.26544625897228,3.0,0.06297905121445523,0.5038324097156418,0.489942449614336,0.05263157894736842,0.3157894736842105,0.001999000499750125,operational_mild
operational_vs_historical,cumulative_decision_gap_5_ms,19,6.827517121781959,0.0,2.5411902610918355,11.26544625897228,3.0,0.06297905121445523,0.5038324097156418,0.489942449614336,0.05263157894736842,0.3157894736842105,0.001999000499750125,operational_mild
switch_aware_vs_operational,realized_next_latency_ms,28,1.2700397620299644,0.0,-0.115139665685943,3.200677887554272,19.0,0.21322298815094953,1.0,0.23476401139651049,0.10714285714285714,0.2857142857142857,0.13943028485757122,operational_mild
switch_aware_vs_operational,decision_gap_ms,28,1.2700397620299644,0.0,-0.115139665685943,3.200677887554272,19.0,0.21322298815094953,1.0,0.23476401139651049,0.10714285714285714,0.2857142857142857,0.13943028485757122,operational_mild
switch_aware_vs_operational,success_under_budget,28,-0.03571428571428571,0.0,-0.10714285714285714,0.0,0.0,0.31731050786291415,1.0,-0.18898223650461357,0.03571428571428571,0.0,0.6151924037981009,operational_mild
switch_aware_vs_operational,realized_cumulative_latency_3_ms,24,2.230778475504715,0.0,-2.6781642134657373,6.7458749885338545,16.0,0.24112136827741826,1.0,0.18809879402164215,0.16666666666666666,0.25,0.38630684657671166,operational_mild
switch_aware_vs_operational,cumulative_decision_gap_3_ms,24,2.230778475504715,0.0,-2.6781642134657373,6.7458749885338545,16.0,0.24112136827741826,1.0,0.18809879402164215,0.16666666666666666,0.25,0.38630684657671166,operational_mild
switch_aware_vs_operational,realized_cumulative_latency_5_ms,19,2.7910711502490275,0.0,-3.79699469257595,9.286375320958987,8.0,0.3104944343172349,1.0,0.19314898891392843,0.10526315789473684,0.2631578947368421,0.4122938530734633,operational_mild
switch_aware_vs_operational,cumulative_decision_gap_5_ms,19,2.7910711502490275,0.0,-3.79699469257595,9.286375320958987,8.0,0.3104944343172349,1.0,0.19314898891392843,0.10526315789473684,0.2631578947368421,0.4122938530734633,operational_mild
graph_vs_temporal,realized_next_latency_ms,28,-0.801764048289903,0.0,-3.3561511195930094,1.8604348608671886,10.0,0.49896229860376107,1.0,-0.10985354064161432,0.14285714285714285,0.10714285714285714,0.5662168915542228,operational_mild
graph_vs_temporal,decision_gap_ms,28,-0.801764048289903,0.0,-3.3561511195930094,1.8604348608671886,10.0,0.49896229860376107,1.0,-0.10985354064161432,0.14285714285714285,0.10714285714285714,0.5662168915542228,operational_mild
graph_vs_temporal,success_under_budget,28,-0.03571428571428571,0.0,-0.10714285714285714,0.0,0.0,0.31731050786291415,1.0,-0.18898223650461357,0.03571428571428571,0.0,0.6151924037981009,operational_mild
graph_vs_temporal,realized_cumulative_latency_3_ms,23,1.9193329664418872,0.0,-0.43246103244183587,4.6324824337940385,4.0,0.17295491798842066,1.0,0.28841602605483185,0.08695652173913043,0.17391304347826086,0.13793103448275862,operational_mild
graph_vs_temporal,cumulative_decision_gap_3_ms,23,1.9193329664418872,0.0,-0.43246103244183587,4.6324824337940385,4.0,0.17295491798842066,1.0,0.28841602605483185,0.08695652173913043,0.17391304347826086,0.13793103448275862,operational_mild
graph_vs_temporal,realized_cumulative_latency_5_ms,19,3.5406016291511353,0.0,0.11789047806263846,7.513842288584368,3.0,0.22491588401596185,1.0,0.32219029431570495,0.10526315789473684,0.15789473684210525,0.06496751624187906,operational_mild
graph_vs_temporal,cumulative_decision_gap_5_ms,19,3.5406016291511353,0.0,0.11789047806263846,7.513842288584368,3.0,0.22491588401596185,1.0,0.32219029431570495,0.10526315789473684,0.15789473684210525,0.06496751624187906,operational_mild
operational_vs_temporal,realized_next_latency_ms,28,-5.157840395819597,0.0,-10.418040522569866,-0.8269734946020132,14.0,0.09116079400519664,0.5149857506657138,-0.34187019161377846,0.25,0.14285714285714285,0.038980509745127435,operational_moderate
operational_vs_temporal,decision_gap_ms,28,-5.157840395819597,0.0,-10.418040522569866,-0.8269734946020132,14.0,0.09116079400519664,0.5149857506657138,-0.34187019161377846,0.25,0.14285714285714285,0.038980509745127435,operational_moderate
operational_vs_temporal,success_under_budget,28,0.14285714285714285,0.0,0.03571428571428571,0.2857142857142857,0.0,0.04550026389635839,0.3185018472745087,0.4008918628686366,0.0,0.14285714285714285,0.06046976511744128,operational_moderate
operational_vs_temporal,realized_cumulative_latency_3_ms,24,2.2456692073278077,0.0,-0.48034546760884483,5.185857197578321,14.0,0.1688069535565081,0.8440347677825405,0.24963733561185572,0.125,0.2916666666666667,0.13843078460769614,operational_moderate
operational_vs_temporal,cumulative_decision_gap_3_ms,24,2.2456692073278077,0.0,-0.48034546760884483,5.185857197578321,14.0,0.1688069535565081,0.8440347677825405,0.24963733561185572,0.125,0.2916666666666667,0.13843078460769614,operational_moderate
operational_vs_temporal,realized_cumulative_latency_5_ms,19,1.0860897548245942,0.0,-2.4749999250792336,4.489249946277315,14.0,0.5754030229127536,1.0,0.12398109700757852,0.15789473684210525,0.2631578947368421,0.5332333833083458,operational_moderate
operational_vs_temporal,cumulative_decision_gap_5_ms,19,1.0860897548245942,0.0,-2.4749999250792336,4.489249946277315,14.0,0.5754030229127536,1.0,0.12398109700757852,0.15789473684210525,0.2631578947368421,0.5332333833083458,operational_moderate
operational_vs_graph,realized_next_latency_ms,28,0.5125225177904639,0.0,-0.07327416732549276,1.3207459406971684,1.0,0.28504940740261275,1.0,0.23240622916298898,0.03571428571428571,0.07142857142857142,0.18040979510244878,operational_moderate
operational_vs_graph,decision_gap_ms,28,0.5125225177904639,0.0,-0.07327416732549276,1.3207459406971684,1.0,0.28504940740261275,1.0,0.23240622916298898,0.03571428571428571,0.07142857142857142,0.18040979510244878,operational_moderate
operational_vs_graph,success_under_budget,28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,operational_moderate
operational_vs_graph,realized_cumulative_latency_3_ms,24,0.6461059150938198,0.0,0.0,1.4378508327300363,0.0,0.10880943004054568,0.7616660102838197,0.3465398110773993,0.0,0.125,0.10144927536231885,operational_moderate
operational_vs_graph,cumulative_decision_gap_3_ms,24,0.6461059150938198,0.0,0.0,1.4378508327300363,0.0,0.10880943004054568,0.7616660102838197,0.3465398110773993,0.0,0.125,0.10144927536231885,operational_moderate
operational_vs_graph,realized_cumulative_latency_5_ms,19,-0.09596421943411758,0.0,-1.8506697063835673,1.2184806847147238,3.0,1.0,1.0,-0.029396929471664723,0.05263157894736842,0.10526315789473684,0.9005497251374313,operational_moderate
operational_vs_graph,cumulative_decision_gap_5_ms,19,-0.09596421943411758,0.0,-1.8506697063835673,1.2184806847147238,3.0,1.0,1.0,-0.029396929471664723,0.05263157894736842,0.10526315789473684,0.9005497251374313,operational_moderate
operational_vs_fusion,realized_next_latency_ms,28,-0.4644894278352472,0.0,-3.141220173872621,1.452565699616408,3.0,1.0,1.0,-0.06945250517553278,0.03571428571428571,0.07142857142857142,0.6926536731634183,operational_moderate
operational_vs_fusion,decision_gap_ms,28,-0.4644894278352472,0.0,-3.141220173872621,1.452565699616408,3.0,1.0,1.0,-0.06945250517553278,0.03571428571428571,0.07142857142857142,0.6926536731634183,operational_moderate
operational_vs_fusion,success_under_budget,28,0.03571428571428571,0.0,0.0,0.10714285714285714,0.0,0.31731050786291415,0.9519315235887424,0.18898223650461357,0.0,0.03571428571428571,0.6126936531734133,operational_moderate
operational_vs_fusion,realized_cumulative_latency_3_ms,24,0.6405686317198475,0.0,-1.3487989436512453,3.095094537711395,2.0,0.5929800980174267,1.0,0.10821892902579959,0.041666666666666664,0.08333333333333333,0.5837081459270365,operational_moderate
operational_vs_fusion,cumulative_decision_gap_3_ms,24,0.6405686317198475,0.0,-1.3487989436512453,3.095094537711395,2.0,0.5929800980174267,1.0,0.10821892902579959,0.041666666666666664,0.08333333333333333,0.5837081459270365,operational_moderate
operational_vs_fusion,realized_cumulative_latency_5_ms,19,-0.3178104704447399,0.0,-1.8506697063835673,0.8972382950493475,1.0,0.6547208460185769,1.0,-0.10410490834050388,0.05263157894736842,0.05263157894736842,0.6181909045477262,operational_moderate
operational_vs_fusion,cumulative_decision_gap_5_ms,19,-0.3178104704447399,0.0,-1.8506697063835673,0.8972382950493475,1.0,0.6547208460185769,1.0,-0.10410490834050388,0.05263157894736842,0.05263157894736842,0.6181909045477262,operational_moderate
operational_vs_ensemble_uncertainty,realized_next_latency_ms,28,-5.18273279210045,0.0,-10.653813616820285,-0.7585016746802902,8.0,0.08583095844428565,0.5149857506657138,-0.358374856771398,0.21428571428571427,0.10714285714285714,0.046476761619190406,operational_moderate
operational_vs_ensemble_uncertainty,decision_gap_ms,28,-5.18273279210045,0.0,-10.653813616820285,-0.7585016746802902,8.0,0.08583095844428565,0.5149857506657138,-0.358374856771398,0.21428571428571427,0.10714285714285714,0.046476761619190406,operational_moderate
operational_vs_ensemble_uncertainty,success_under_budget,28,0.14285714285714285,0.0,0.03571428571428571,0.2857142857142857,0.0,0.04550026389635839,0.3185018472745087,0.4008918628686366,0.0,0.14285714285714285,0.07246376811594203,operational_moderate
operational_vs_ensemble_uncertainty,realized_cumulative_latency_3_ms,24,0.540241176910199,0.0,-2.4692149811257376,3.829175974455127,16.0,0.779434528427275,1.0,0.06799041332865753,0.16666666666666666,0.16666666666666666,0.7176411794102948,operational_moderate
