policy_name,decision_count,mean_realized_latency_ms,mean_decision_gap_ms,retrospective_best_path_match_rate,success_rate_under_60ms,p95_realized_latency_ms,cvar95_realized_latency_ms,mean_decision_time_us,switch_rate,scenario_name,parameter_name,parameter_value
sweep_score,28,40.9843784645526,2.1149945795180125,0.6071428571428571,0.9285714285714286,60.025767845255565,63.40786537439175,288.6310357142857,0.5,temporal_shift,beta,0.6
sweep_score,28,40.9843784645526,2.1149945795180125,0.6071428571428571,0.9285714285714286,60.025767845255565,63.40786537439175,231.92407142857138,0.5,temporal_shift,beta,0.7
sweep_score,28,40.9843784645526,2.1149945795180125,0.6071428571428571,0.9285714285714286,60.025767845255565,63.40786537439175,233.3438214285714,0.5,temporal_shift,beta,0.8
sweep_score,28,40.9843784645526,2.1149945795180125,0.6071428571428571,0.9285714285714286,60.025767845255565,63.40786537439175,231.82899999999998,0.5,temporal_shift,beta,0.85
sweep_score,28,41.277622209923784,2.408238324889194,0.6071428571428571,0.9285714285714286,60.025767845255565,63.40786537439175,233.50439285714285,0.5,temporal_shift,beta,0.9
sweep_score,28,40.67284801103336,1.8034641259987743,0.6071428571428571,0.9642857142857143,57.606523569995474,59.791004560167565,234.34825,0.5,temporal_shift,lambda,0.2
sweep_score,28,40.618227737983,1.7488438529484165,0.6428571428571429,0.9642857142857143,57.606523569995474,59.791004560167565,236.61614285714285,0.5,temporal_shift,lambda,0.4
sweep_score,28,40.9843784645526,2.1149945795180125,0.6071428571428571,0.9285714285714286,60.025767845255565,63.40786537439175,233.46432142857142,0.5,temporal_shift,lambda,0.6
sweep_score,28,40.9843784645526,2.1149945795180125,0.6071428571428571,0.9285714285714286,60.025767845255565,63.40786537439175,234.57153571428572,0.5,temporal_shift,lambda,0.8
sweep_score,28,40.95522059475125,2.085836709716667,0.6428571428571429,0.9285714285714286,59.74002072120238,63.40786537439175,236.09374999999997,0.5,temporal_shift,lambda,1.0
sweep_score,28,41.22740680169967,2.358022916665092,0.5357142857142857,0.9642857142857143,57.07585033961099,59.38279438294873,233.7054285714286,0.39285714285714285,temporal_shift,lambda_ens,0.25
sweep_score,28,40.81108043242683,1.9416965473922438,0.6071428571428571,0.9642857142857143,57.07585033961099,59.38279438294873,234.37792857142853,0.39285714285714285,temporal_shift,lambda_ens,0.5
sweep_score,28,40.36989295292704,1.5005090678924486,0.6428571428571429,0.9642857142857143,57.07585033961099,59.38279438294873,238.802,0.35714285714285715,temporal_shift,lambda_ens,0.75
sweep_score,28,40.36989295292704,1.5005090678924486,0.6428571428571429,0.9642857142857143,57.07585033961099,59.38279438294873,228.97482142857143,0.35714285714285715,temporal_shift,lambda_ens,1.0
sweep_score,28,40.38440697930239,1.515023094267806,0.6428571428571429,0.9642857142857143,57.07585033961099,59.38279438294873,230.79010714285715,0.39285714285714285,temporal_shift,lambda_ens,1.25
sweep_score,119,40.12493047999859,1.8045301727674432,0.5882352941176471,0.8823529411764706,68.86153368478764,73.5084370275444,233.14145378151264,0.33613445378151263,site_holdout,beta,0.6
sweep_score,119,39.95753843404848,1.6371381268173315,0.6134453781512605,0.8907563025210085,68.86153368478764,73.5084370275444,238.79833613445376,0.31932773109243695,site_holdout,beta,0.7
sweep_score,119,39.82176503116673,1.5013647239355818,0.6050420168067226,0.8991596638655462,68.86153368478764,73.5084370275444,238.57210084033616,0.3025210084033613,site_holdout,beta,0.8
sweep_score,119,39.796049499024036,1.4756491917928978,0.6218487394957983,0.8991596638655462,68.86153368478764,73.5084370275444,239.06060504201676,0.2773109243697479,site_holdout,beta,0.85
sweep_score,119,39.747653465657784,1.4272531584266412,0.6386554621848739,0.8991596638655462,68.86153368478764,73.5084370275444,243.40967226890754,0.29411764705882354,site_holdout,beta,0.9
sweep_score,119,40.00991331048779,1.6895130032566457,0.6134453781512605,0.8907563025210085,68.86153368478764,73.5084370275444,237.5076218487395,0.2773109243697479,site_holdout,lambda,0.2
sweep_score,119,39.988283979975996,1.6678836727448623,0.6134453781512605,0.8907563025210085,68.86153368478764,73.5084370275444,235.47306722689078,0.2857142857142857,site_holdout,lambda,0.4
sweep_score,119,39.796049499024036,1.4756491917928978,0.6218487394957983,0.8991596638655462,68.86153368478764,73.5084370275444,237.56021008403363,0.2773109243697479,site_holdout,lambda,0.6
sweep_score,119,39.742577004189464,1.4221766969583198,0.6218487394957983,0.8991596638655462,68.86153368478764,73.5084370275444,234.95240336134452,0.35294117647058826,site_holdout,lambda,0.8
sweep_score,119,39.68382084044041,1.363420533209264,0.6134453781512605,0.8991596638655462,68.86153368478764,73.5084370275444,236.78431092436978,0.3865546218487395,site_holdout,lambda,1.0
sweep_score,119,39.777691269770855,1.457290962539722,0.6218487394957983,0.8991596638655462,68.86153368478764,73.5084370275444,234.56159663865546,0.36134453781512604,site_holdout,lambda_ens,0.25
sweep_score,119,39.72423634090474,1.4038360336735962,0.6302521008403361,0.8991596638655462,68.86153368478764,73.5084370275444,235.1729075630252,0.3277310924369748,site_holdout,lambda_ens,0.5
sweep_score,119,39.761187718313536,1.4407874110823997,0.6218487394957983,0.8991596638655462,68.86153368478764,73.5084370275444,235.48989075630254,0.33613445378151263,site_holdout,lambda_ens,0.75
sweep_score,119,39.75348824895356,1.4330879417224172,0.6302521008403361,0.8991596638655462,68.86153368478764,73.5084370275444,234.6586554621849,0.31932773109243695,site_holdout,lambda_ens,1.0
sweep_score,119,39.70652573054136,1.3861254233102198,0.6218487394957983,0.8991596638655462,68.86153368478764,73.5084370275444,233.47165546218488,0.3445378151260504,site_holdout,lambda_ens,1.25
sweep_score,28,54.61318827384383,8.28952850445898,0.5357142857142857,0.5357142857142857,87.5761949302446,89.34464653953516,228.33492857142852,0.4642857142857143,operational_moderate,beta,0.6
